Número de proyecto,Clave del programa,Fondo,Clave de la entidad federativa,Entidad Federativa,Clave del municipio,Nombre del municipio,Nombre del proyecto,Monto aprobado
4410,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,24,LORETO,CONSTRUCCIÓN DE CANCHA,"800,000"
4411,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,25,LUIS MOYA,"CONSTRUCCIÓN DE DOMO EN ESCUELA TELESECUNDARIA ""JESÚS REYES HEROLES"" EN COMUNIDAD DE LOS GRIEGOS, CLAVE 32ETV0138Z","750,000"
4412,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,28,MEZQUITAL DEL ORO,PAVIMENTACIÓN DE LA CALLE DE LA CRUZ CON PAVIMENTO DE CONCRETO HIDRÁULICO ,"507,476"
4413,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,30,MOMAX,"CONSTRUCCIÓN DE DOMO EN LA ESCUELA SECUNDARIA ""FRANCISCO GOITIA"", CCT: 32EES0061V, CALLE REAL DE ÁNGELES S/N, FRACCIONAMIENTO CAMINO REAL, CABECERA MUNICIPAL. ","600,000"
4414,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,31,MONTE ESCOBEDO,AMPLIACIÓN EN JARDÍN DE NIÑOS CRI CRI EN LA CALLE MARIANO MATAMOROS,"67,959"
4415,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,31,MONTE ESCOBEDO,PAVIMENTACIÓN DE LAS CALLE PARROQUIA Y CALLE PANTEÓN EN LA COMUNIDAD DE LAGUNA GRANDE.,"600,000"
4416,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,32,MORELOS,CONSTRUCCIÓN DE DOMO EN LA CANCHA DE LA PLAZA PRINCIPAL EN LA COMUNIDAD DE LAS PILAS,"1,000,000"
4417,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,33,MOYAHUA DE ESTRADA,"CONSTRUCCIÓN DE DOMO EN LA ESCUELA PRIMARIA ""BENITO JUÁREZ"", COMUNIDAD DE EL LIMÓN, CCT: 32DPR1273.","600,000"
4418,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,33,MOYAHUA DE ESTRADA,"MEJORAMIENTO DE RED DE BAJA TENSIÓN, CON CREACIÓN DE ÁREA, CARR. GUADALAJARA-SALTILLO, KM 79, COMUNIDAD: LOS BAJÍOS.","110,000"
4419,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,33,MOYAHUA DE ESTRADA,"MEJORAMIENTO DE RED DE BAJA TENSIÓN, CON CREACIÓN DE ÁREA. BARRIO GUADALUPE, COMUNIDAD: ALAMEDA JUÁREZ.","130,000"
4420,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,34,NOCHISTLÁN DE MEJÍA,"PAVIMENTACIÓN DE LA CALLE MESA DE SAN JUAN EN LA COMUNIDAD LAS DELICIAS, CON UNA SUPERFICIE DE 1,618 M2 DE CONCRETO HIDRÁULICO.","600,000"
4421,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,35,NORIA DE ÁNGELES,CONSTRUCCIÓN DE CANCHA,"800,000"
4422,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,36,OJOCALIENTE,CONSTRUCCIÓN DE CANCHA,"725,000"
4423,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,36,OJOCALIENTE,CONSTRUCCIÓN DE DOMO EN ESCUELA SECUNDARIA LA PATRIA EN SAN CRISTOBAL CLAVE 32ETV0503F,"750,000"
4424,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,36,OJOCALIENTE,PAVIMENTACIÓN DE CALLES EN LA COMUNIDAD DE EL POZO DE JARILLAS. 1ERA ETAPA,"4,000,000"
4425,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,37,PÁNUCO,CONSTRUCCIÓN DE SALA DE USOS MÚLTIPLES PARA POLIDEPORTIVO EN LA CABECERA MUNICIPAL,"605,000"
4426,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,37,PÁNUCO,EQUIPAMIENTO PARA ESCUELA TELESECUNDARIA BENITO JUÁREZ DEL MUNICIPIO CLAVE 32ETV0159L Y MOBILIARIO PARA ESCUELA DE EDUCACIÓN PREESCOLAR ZORAIDA PINEDO CLAVE 32DJN02391,"150,000"
4427,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,38,PINOS,CONSTRUCCIÓN DE CANCHA,"725,000"
4428,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,39,RÍO GRANDE,"CONSTRUCCIÓN DE DOMO EN LA ESCUELA SECUNDARIA  ""JUVENTUD MEXICANA"" CLAVE 32ETV0182M EN LA COMUNIDAD DE LA LUZ","665,000"
4429,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,40,SAIN ALTO,CONSTRUCCIÓN DE CANCHA DE PASTO SINTÉTICO CON GRADAS EN LA COMUNIDAD DE RÍO DE MEDINA.,"1,300,000"
4430,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,58,SANTA MARÍA DE LA PAZ,CONSTRUCCIÓN DE ESPACIO ALIMENTICIO EN ESCUELA COLEGIO DE BACHILLERES DE LA CABECERA MUNICIPAL CLAVE 32ECB0030D,"300,000"
4431,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,42,SOMBRERETE,"CONSTRUCCIÓN DE DOMO EN LA ESCUELA ESTATAL PRIMARIA ""LICEO BRACHO"", DE LA CABECERA MUNICIPAL, CLAVE 32EPR0083N.","300,000"
4432,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,42,SOMBRERETE,"CONSTRUCCIÓN, REMODELACIÓN Y EQUIPAMIENTO DE UNIDAD DEPORTIVA LLERENA 2DA ETAPA","500,000"
4433,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,42,SOMBRERETE,"PAVIMENTACIÓN DE LA CALLE MARTIN TRIANA, EN LA COMUNIDAD COLONIA GONZÁLEZ OTEGA, 800 METROS.","1,500,000"
4434,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,43,SUSTICACÁN,"CONSTRUCCIÓN DE DOMO EN CANCHA LA LOMITA, DE LA COMUNIDAD EL CHIQUIHUITE.","600,000"
4435,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,44,TABASCO,REHABILITACIÓN DE ESCUELA PRIMARIA BENITO JUÁREZ CLAVE  32DPR0880J,"300,000"
4436,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,44,TABASCO,"REHABILITACIÓN DE ESCUELA TELESECUNDARIA ""MARTIRES DE CANANEA"" CLAVE 32ETV0204H","150,000"
4437,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,44,TABASCO,REHABILITACIÓN DE KINDER FEDERICO FROEBEL CLAVE 32DJNO7808-K,"150,000"
4438,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,45,TEPECHITLÁN,"CONSTRUCCIÓN DE DOMO EN LA ESCUELA PRIMARIA ""LÁZARO CÁRDENAS"", CCT: 32DPR0260B, EN LA COMUNIDAD LA VILLITA. ","600,000"
4439,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,46,TEPETONGO,"CONSTRUCCIÓN DE DOMO EN CANCHA DE USOS MÚLTIPLES, EN LA CALLE 5 DE FEBRERO ESQUINA CON HIDALGO, COMUNIDAD BUENAVISTA.","600,000"
4440,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,47,TEÚL DE GONZÁLEZ ORTEGA,CONSTRUCCIÓN DE CANCHA DE FUTBOL RÁPIDO EN LA LOCALIDAD DE MILPILLAS ALLENDE,"500,000"
4441,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,47,TEÚL DE GONZÁLEZ ORTEGA,PAVIMENTACIÓN EN CALLE DE LAS ARBOLEDAS DEL FRACCIONAMIENTO VALLE VERDE ,"300,000"
4442,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,47,TEÚL DE GONZÁLEZ ORTEGA,REMODELACIÓ AUDITORIO MUNICIPAL ,"600,000"
4443,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,48,TLALTENANGO DE SÁNCHEZ ROMÁN,"CONSTRUCCIÓN DE DOMO EN LA ESCUELA PRIMARIA ""BICENTENARIO"", CCT: 32DPR2516Z, CABECERA MUNICIPAL.","600,000"
4444,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,48,TLALTENANGO DE SÁNCHEZ ROMÁN,PAVIMENTACIÓN DE CAMINO A LA COMUNIDAD DE SANTA GERTRUDIS,"500,000"
4445,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,57,TRANCOSO,CONSTRUCCIÓN DE DOMO EN ESCUELA,"500,000"
4446,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,57,TRANCOSO,CONSTRUCCIÓN DE DOMO EN ESCUELA SECUNDARIA JUALIAN T MÉDINA CLAVE 32DES0040-J ,"750,000"
4447,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,11,TRINIDAD GARCÍA DE LA CADENA,PAVIMENTACIÓN CAMINO A LA COMUNIDAD DE SANTA ROSA.,"500,000"
4448,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,50,VETAGRANDE,CONSTRUCCIÓN DE CANCHA DEPORTIVA EN LA CABECERA MUNICIPAL,"700,000"
4449,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,50,VETAGRANDE,"PRIMERA ETAPA DE LA CONSTRUCCIÓN DE LA ESCUELA PREPARATORIA ""VETAGRANDE"" CLAVE 32PBH0050S ","1,000,000"
4450,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,51,VILLA DE COS,CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES EN LA COMUNIDAD DE LOS ENCINOS,"525,000"
4451,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,51,VILLA DE COS,REHABILITACIÓN DE ESPACIOS EDUCATIVOS EN VARIAS COMUNIDADES,"300,000"
4452,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,52,VILLA GARCÍA,CONSTRUCCIÓN DE CANCHA,"800,000"
4453,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,53,VILLA GONZÁLEZ ORTEGA,CONSTRUCCIÓN DE BAÑOS EN BACHILLERES,"250,000"
4454,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,53,VILLA GONZÁLEZ ORTEGA,CONSTRUCCIÓN DE DOMO EN ESCUELA,"650,000"
4455,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,54,VILLA HIDALGO,CONSTRUCCIÓN DE DOMO EN ESCUELA,"650,000"
4456,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,56,ZACATECAS,CONSTRUCCIÓN DE CANCHA DE EL HOYO EN LA COLONIA LÁZARO CÁRDENAS,"1,100,000"
4457,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,56,ZACATECAS,CONSTRUCCIÓN DEL CENTRO INTEGRAL DE MOVILIDAD HUMANA Y DESARROLLO COMUNITARIO,"1,500,000"
4458,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,32,ZACATECAS,56,ZACATECAS,REHABILITACIÓN DE LA CANCHA DE USOS MÚLTIPLES DE LA COLONIA LÁZARO CÁRDENAS,"400,000"
4459,U091,FONDO DE CULTURA,1,AGUASCALIENTES,2,ASIENTOS,CONSTRUCCIÓN DE SALONES DE USOS MÚLTIPLES CULTURALES Y VELARÍA DE LA COMUNIDAD DE VILLA DE JUÁREZ,"2,800,000"
4460,U091,FONDO DE CULTURA,1,AGUASCALIENTES,6,PABELLÓN DE ARTEAGA,REHABILITACIÓN TEATRO BICENTENARIO,"1,969,817"
4461,U091,FONDO DE CULTURA,1,AGUASCALIENTES,7,RINCÓN DE ROMOS,CENTRO DE DESARROLLO COMUNITARIO,"2,400,000"
4462,U091,FONDO DE CULTURA,1,AGUASCALIENTES,8,SAN JOSÉ DE GRACIA,"CASA DE LA CULTURA ""LA HACIENDA DE PAREDES""","1,508,102"
4463,U091,FONDO DE CULTURA,1,AGUASCALIENTES,8,SAN JOSÉ DE GRACIA,"CENTRO DE ARTES ""LA CONGOJA""","854,267"
4464,U091,FONDO DE CULTURA,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,CONSOLIDACIÓN DE DESARROLLO CULTURAL PUERTECITO DE LA VIRGEN,"1,763,813"
4465,U091,FONDO DE CULTURA,1,AGUASCALIENTES,999,ASIGNACIÓN ESTATAL,4A. ETAPA CENTRO CULTURAL LOS ARQUITOS,"1,500,000"
4466,U091,FONDO DE CULTURA,1,AGUASCALIENTES,999,ASIGNACIÓN ESTATAL,4A. ETAPA REHABILITACIÓN DE LA RED DE BIBLIOTECAS DEL ESTADO,"2,000,000"
4467,U091,FONDO DE CULTURA,2,BAJA CALIFORNIA,4,TIJUANA,CASA DE CULTURA SAN ANTONIO DE LOS BUENOS. 2DA ETAPA DE CONSTRUCCIÓN,"3,747,462"
4468,U091,FONDO DE CULTURA,5,COAHUILA DE ZARAGOZA,999,ASIGNACIÓN ESTATAL,"REHABILITACIÓN, MODERNIZACIÓN Y EQUIPAMIENTO DE LOS ESPACIOS CULTURALES EN COAHUILA","4,531,000"
4469,U091,FONDO DE CULTURA,5,COAHUILA DE ZARAGOZA,999,ASIGNACIÓN ESTATAL,"REHABILITACIÓN Y EQUIPAMIENTO DEL TEATRO DE LA CIUDAD ""FERNANDO SOLER"" SEGUNDA ETAPA EN SALTILLO","2,250,000"
4470,U091,FONDO DE CULTURA,5,COAHUILA DE ZARAGOZA,999,ASIGNACIÓN ESTATAL,REHABILITACIÓN Y EQUIPAMIENTO DEL TEATRO DE LA CIUDAD DE MONCLOVA SEGUNDA ETAPA,"2,250,000"
4471,U091,FONDO DE CULTURA,5,COAHUILA DE ZARAGOZA,999,ASIGNACIÓN ESTATAL,REHABILITACIÓN DEL CENTRO DE LAS LETRAS OSCAR FLORES TAPIA EN SALTILLO,"1,500,000"
4472,U091,FONDO DE CULTURA,6,COLIMA,2,COLIMA,SALÓN DE ACTIVIDADES CULTURALES MÚLTIPLES MUJER DANZA,"2,832,000"
4473,U091,FONDO DE CULTURA,6,COLIMA,999,ASIGNACIÓN ESTATAL,"POLIFORUM CULTURAL ""CORREGIDORA""","6,000,000"
4474,U091,FONDO DE CULTURA,7,CHIAPAS,999,ASIGNACIÓN ESTATAL,"REHABILITACIÓN Y REMODELACIÓN DEL TEATRO DE LA CIUDAD ""EMILIO RABASA"" 2DA. ETAPA","16,402,000"
4475,U091,FONDO DE CULTURA,8,CHIHUAHUA,19,CHIHUAHUA,"REHABILITACIÓN Y EQUIPAMIENTO DE LA EX HACIENDA SAN JOSÉ ""EL TORREÓN""","5,948,000"
4476,U091,FONDO DE CULTURA,8,CHIHUAHUA,19,CHIHUAHUA,"RESTAURACIÓN Y EQUIPAMIENTO DE ""QUINTA TOUCHÉ""","4,150,000"
4477,U091,FONDO DE CULTURA,8,CHIHUAHUA,999,ASIGNACIÓN ESTATAL,CONSTRUCCIÓN CENTRO CULTURAL PARRAL V ETAPA,"20,000,000"
4478,U091,FONDO DE CULTURA,8,CHIHUAHUA,999,ASIGNACIÓN ESTATAL,"CONSTRUCCIÓN SALA DE ARTE, GERMÁN VALDÉZ “TIN TÁN”","5,000,000"
4479,U091,FONDO DE CULTURA,10,DURANGO,18,EL ORO,MUSEO REGIONAL DE MINERÍA E HISTORIA,"3,000,000"
4480,U091,FONDO DE CULTURA,10,DURANGO,21,PEÑÓN BLANCO,CONSTRUCCIÓN DE BIBLIOTECA EN GRAL. J. AGUSTÍN CASTRO,"465,000"
4481,U091,FONDO DE CULTURA,10,DURANGO,28,SAN JUAN DEL RÍO,RESCATE DEL MUSEO DE SITIO DE LA COYOTADA,"3,000,000"
4482,U091,FONDO DE CULTURA,10,DURANGO,999,ASIGNACIÓN ESTATAL,MUSEO INTERACTIVO DE LA LAGUNA,"19,558,079"
4483,U091,FONDO DE CULTURA,10,DURANGO,999,ASIGNACIÓN ESTATAL,REHABILITACIÓN Y EQUIPAMIENTO DE LA CASA DE CULTURA DE DURANGO,"3,000,000"
4484,U091,FONDO DE CULTURA,10,DURANGO,999,ASIGNACIÓN ESTATAL,REHABILITACIÓN Y EQUIPAMIENTO DE LA BIBLIOTECA JOSÉ IGNACIO GALLEGOS,"2,000,000"
4485,U091,FONDO DE CULTURA,11,GUANAJUATO,3,SAN MIGUEL DE ALLENDE,"INTERVENCIÓN DE MONUMENTOS, ATRIO DEL ORATORIO E INSURGENTES (PLAZA DE LA SANTA CASA DE LORETO)","634,401"
4486,U091,FONDO DE CULTURA,11,GUANAJUATO,8,MANUEL DOBLADO,FORO CULTURAL MANUEL DOBLADO,"1,000,000"
4487,U091,FONDO DE CULTURA,11,GUANAJUATO,12,CUERÁMARO,AMPLIACIÓN DE LA CASA DE LA CULTURA SALVADOR CONTRERAS,"1,800,000"
4488,U091,FONDO DE CULTURA,11,GUANAJUATO,15,GUANAJUATO,RESTAURACIÓN DEL TEMPLO PARROQUIAL DE SAN JOSÉ Y SANTIAGO,"700,000"
4489,U091,FONDO DE CULTURA,11,GUANAJUATO,15,GUANAJUATO,CASA DE CULTURA DE LA ZONA CENTRO Y MUSEO DIEGUINO,"769,915"
4490,U091,FONDO DE CULTURA,11,GUANAJUATO,17,IRAPUATO,RESTAURACIÓN DE LA IGLESIA DE LAS CARMELITAS DE LA COMUNIDAD DE LO DE JUÁREZ 1RA. ETAPA,"1,000,000"
4491,U091,FONDO DE CULTURA,11,GUANAJUATO,23,PÉNJAMO,"RESTAURACIÓN DE LA PARROQUIA DE SAN FRANCISCO DE ASIS DE PÉNJAMO, GTO. 2DA ETAPA","3,000,000"
4492,U091,FONDO DE CULTURA,11,GUANAJUATO,26,ROMITA,"RESTAURACIÓN DEL SANTUARIO PARROQUIAL DE SANTA MARÍA DE GUADALUPE EN ROMITA, GTO.","3,917,000"
4493,U091,FONDO DE CULTURA,11,GUANAJUATO,40,TIERRA BLANCA,RESTAURACIÓN DEL TEMPLO PARROQUIAL DE SANTO TOMÁS APOSTOL,"1,500,000"
4494,U091,FONDO DE CULTURA,11,GUANAJUATO,43,VICTORIA,RESTRUCTURACIÓN Y RESTAURACIÓN DE LA CAPILLA DEL SAGRARIO,"1,000,000"
4495,U091,FONDO DE CULTURA,12,GUERRERO,11,ATOYAC DE ÁLVAREZ,REHABILITACIÓN Y CONSTRUCCIÓN DE CENTRO CULTURAL EN ATOYAC DE ÁLVAREZ CABECERA MUNICIPAL,"3,441,000"
4496,U091,FONDO DE CULTURA,13,HIDALGO,1,ACATLÁN,"RESTAURACIÓN DEL CONVENTO DE SAN MIGUEL ARCÁNGEL EN ACATLÁN, HIDALGO","3,000,000"
4497,U091,FONDO DE CULTURA,13,HIDALGO,6,ALFAJAYUCAN,"III ETAPA DE RESTAURACIÓN DEL CONVENTO DE SAN MARTÍN OBISPO EN ALFAJAYUCAN, HIDALGO","4,500,000"
4498,U091,FONDO DE CULTURA,13,HIDALGO,15,CARDONAL,"II ETAPA DE RESTAURACIÓN DE SANTUARIO MAPETHÉ, EN EL CARDONAL, HIDALGO","3,000,000"
4499,U091,FONDO DE CULTURA,13,HIDALGO,24,HUASCA DE OCAMPO,"RESTAURACIÓN DE LA PARROQUIA DE SAN JUAN BAUTISTA, HUASCA DE OCAMPO, HGO.","2,000,000"
4500,U091,FONDO DE CULTURA,13,HIDALGO,28,HUEJUTLA DE REYES,MUSEO DE LA CULTURA HUASTECA. III ETAPA,"6,558,079"
4501,U091,FONDO DE CULTURA,13,HIDALGO,29,HUICHAPAN,"RESTAURACIÓN DE LA ANTIGUA CASA DEL ARTESANO, HUICHAPAN, HGO.","4,500,000"
4502,U091,FONDO DE CULTURA,13,HIDALGO,30,IXMIQUILPAN,"RESTAURACIÓN DE LA CAPILLA DEL SEÑOR DE ORIZABITA, EN LA COMUNIDAD DE ORIZABITA, IXMIQUILPAN","3,500,000"
4503,U091,FONDO DE CULTURA,13,HIDALGO,38,MINERAL DEL CHICO,"RESTAURACIÓN DE LA PARROQUIA DE LA INMACULADA CONCEPCIÓN, MINERAL DEL CHICO, HGO","4,000,000"
4504,U091,FONDO DE CULTURA,13,HIDALGO,39,MINERAL DEL MONTE,"RESTAURACIÓN DE LA PARROQUIA DE NUESTRA SEÑORA DEL ROSARIO, MINERAL DEL MONTE, HGO.","3,000,000"
4505,U091,FONDO DE CULTURA,13,HIDALGO,42,MOLANGO DE ESCAMILLA,REMODELACIÓN DEL CENTRO HISTÓRICO,"1,500,000"
4506,U091,FONDO DE CULTURA,13,HIDALGO,51,MINERAL DE LA REFORMA,CONSTRUCCIÓN Y EQUIPAMIENTO DE LA BIBLIOTECA PÚBLICA PROFA. MA. ELEUTERIA GONZÁLEZ EN MINERAL DE LA REFORMA.,"5,000,000"
4507,U091,FONDO DE CULTURA,13,HIDALGO,61,TEPEAPULCO,"RESTAURACIÓN DEL CONVENTO DE SAN FRANCISCO DE ASÍS, TEPEAPULCO, HGO.","3,000,000"
4508,U091,FONDO DE CULTURA,13,HIDALGO,61,TEPEAPULCO,CONSTRUCCIÓN DEL MUSEO DEL MAÍZ Y EL PULQUE,"2,000,000"
4509,U091,FONDO DE CULTURA,13,HIDALGO,66,VILLA DE TEZONTEPEC,"RESTAURACIÓN DEL CONVENTO DE SAN PEDRO APÓSTOL, VILLA DE TEZONTEPEC, HGO","4,646,000"
4510,U091,FONDO DE CULTURA,13,HIDALGO,77,TULANCINGO DE BRAVO,CATEDRAL DE TULANCINGO,"5,000,000"
4511,U091,FONDO DE CULTURA,14,JALISCO,11,ATENGO,CONSTRUCCIÓN DE MUSEO COMUNITARIO 3A ETAPA,"1,418,550"
4512,U091,FONDO DE CULTURA,14,JALISCO,12,ATENGUILLO,CONSTRUCCIÓN DE LA CASA DE LA CULTURA 3A ETAPA,"7,498,550"
4513,U091,FONDO DE CULTURA,14,JALISCO,13,ATOTONILCO EL ALTO,CONSTRUCCIÓN ESCUELA DE ARTES AGUA CALIENTE,"1,800,000"
4514,U091,FONDO DE CULTURA,14,JALISCO,32,CHIQUILISTLÁN,CONSTRUCCIÓN Y MEJORAMIENTO DE LA EXPLANADA CULTURAL DE CHIQUILISTLÁN,"10,000,000"
4515,U091,FONDO DE CULTURA,14,JALISCO,32,CHIQUILISTLÁN,"PROYECTO DE RECUPERACIÓN DEL CONJUNTO CONVENTUAL DE NUESTRA SEÑORA DE LA ASUNCIÓN, CHIQUILISTLÁN, JALISCO","6,698,550"
4516,U091,FONDO DE CULTURA,14,JALISCO,39,GUADALAJARA,ADQUISICIÓN DE EQUIPAMIENTO ESCÉNICO PARA EL TEATRO JAIME TORRES BODET,"2,048,550"
4517,U091,FONDO DE CULTURA,14,JALISCO,39,GUADALAJARA,"RESTAURACIÓN DE ""EL CASTILLO"" (CENTRO CULTURAL COLMOS)","4,650,000"
4518,U091,FONDO DE CULTURA,14,JALISCO,39,GUADALAJARA,RESTAURACIÓN DE LA CASA REFORMA (SEGUNDA ETAPA),"4,198,550"
4519,U091,FONDO DE CULTURA,14,JALISCO,43,LA HUERTA,"CONSTRUCCIÓN DE CASA DE LA CULTURA ""MAESTRO MARIO MORAL LEAL"", 3A ETAPA","2,440,000"
4520,U091,FONDO DE CULTURA,14,JALISCO,48,JESÚS MARÍA,"REMODELACIÓN Y AMPLIACIÓN DE LA CASA DE LA CULTURA EN LA CABECERA MUNICIPAL DE JESUS MARÍA, JALISCO","1,751,550"
4521,U091,FONDO DE CULTURA,14,JALISCO,53,LAGOS DE MORENO,REHABILITACIÓN TEATRO ROSAS MORENO,"702,207"
4522,U091,FONDO DE CULTURA,14,JALISCO,63,OCOTLÁN,"FORO AL AIRE LIBRE, AUDITORIO Y ESTACIONAMIENTO EN COLONIA ARBOLEDAS","1,450,000"
4523,U091,FONDO DE CULTURA,14,JALISCO,64,OJUELOS DE JALISCO,CENTRO CULTURAL VAQUERÍAS,"2,996,343"
4524,U091,FONDO DE CULTURA,14,JALISCO,67,PUERTO VALLARTA,MERCADO ESCUELA ESTACIÓN GOURMET,"3,000,000"
4525,U091,FONDO DE CULTURA,14,JALISCO,68,VILLA PURIFICACIÓN,CONSTRUCCIÓN DEL AUDITORIO JESÚS DELGADO,"500,000"
4526,U091,FONDO DE CULTURA,14,JALISCO,73,SAN JUAN DE LOS LAGOS,"MANTENIMIENTO Y RESTAURACIÓN, ILUMINACION ESCÉNICA, CATEDRAL BASÍLICA","1,000,000"
4527,U091,FONDO DE CULTURA,14,JALISCO,78,SAN MIGUEL EL ALTO,CONSTRUCCIÓN DEL AUDITORIO JESÚS DELGADO,"6,698,550"
4528,U091,FONDO DE CULTURA,14,JALISCO,79,GÓMEZ FARÍAS,CONSTRUCCIÓN DE LA CASA DE LA CULTURA EN SAN ANDRÉS IXTLÁN,"500,000"
4529,U091,FONDO DE CULTURA,14,JALISCO,84,TALPA DE ALLENDE,CONSTRUCCIÓN E INTEGRACIÓN DE TALLERES CULTURALES 4A ETAPA,"1,540,000"
4530,U091,FONDO DE CULTURA,14,JALISCO,88,TECOLOTLÁN,CONSTRUCCIÓN DE AUDITORIO CASA DE LA CULTURA,"3,000,000"
4531,U091,FONDO DE CULTURA,14,JALISCO,91,TEOCALTICHE,2DA ETAPA REGENERACIÓN DEL CENTRO HISTÓRICO,"2,000,000"
4532,U091,FONDO DE CULTURA,14,JALISCO,93,TEPATITLÁN DE MORELOS,CONSTRUCCIÓN DE AUDITORIO EN CENTRO DE SALUD INTEGRAL DE LOS ALTOS PRIMERA ETAPA,"300,000"
4533,U091,FONDO DE CULTURA,14,JALISCO,93,TEPATITLÁN DE MORELOS,RESTAURACIÓN DEL EDIFICIO DEL SEÑOR DE LA MISERICORDIA,"500,000"
4534,U091,FONDO DE CULTURA,14,JALISCO,93,TEPATITLÁN DE MORELOS,RESTAURACIÓN DEL PORTICO DEL EDIFICIO DE LA PARROQUIA DE SAN FRANCISCO DE ASIS,"700,000"
