Датум на објавување;Број раздел;Назив раздел;Сметка;Број потпрограма;Назив потпрограма;Категорија;Назив категорија;Ставка;Назив ставка;Буџет
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;630;80;ПОДДРШКА НА ИМПЛЕМЕНТАЦИЈАТА НА ДЕКАДАТА И СТРАТЕГИЈАТА ЗА РОМИТЕ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;2500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;630;90;АГЕНЦИЈА ЗА АКРЕДИТАЦИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;2900000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;630;90;АГЕНЦИЈА ЗА АКРЕДИТАЦИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;900000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;630;90;АГЕНЦИЈА ЗА АКРЕДИТАЦИЈА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;100000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;630;90;АГЕНЦИЈА ЗА АКРЕДИТАЦИЈА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;160000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;630;90;АГЕНЦИЈА ЗА АКРЕДИТАЦИЈА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;60000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;630;90;АГЕНЦИЈА ЗА АКРЕДИТАЦИЈА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;250000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;630;90;АГЕНЦИЈА ЗА АКРЕДИТАЦИЈА;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;180000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;630;К2;СТРУЧНО ОСПОСОБУВАЊЕ И УСОВРШУВАЊЕ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;100000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;2000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;4000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;2000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;3000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;6000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;3000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;427;Привремени вработувања;2800000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;10;АДМИНИСТРАЦИЈА;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;10;АДМИНИСТРАЦИЈА;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;3500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;10;АДМИНИСТРАЦИЈА;48;КАПИТАЛНИ РАСХОДИ;482;Други градежни објекти;3000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;8000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;9000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;9000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;8000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;10000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;8000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;30;АГЕНЦИЈА ЗА ЛЕКОВИ;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;1000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;30;АГЕНЦИЈА ЗА ЛЕКОВИ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;2000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;30;АГЕНЦИЈА ЗА ЛЕКОВИ;48;КАПИТАЛНИ РАСХОДИ;482;Други градежни објекти;4000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;71;ДИРЕКЦИЈА ЗА РАДИЈАЦИОНА СИГУРНОСТ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;700000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;71;ДИРЕКЦИЈА ЗА РАДИЈАЦИОНА СИГУРНОСТ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;700000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;71;ДИРЕКЦИЈА ЗА РАДИЈАЦИОНА СИГУРНОСТ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;71;ДИРЕКЦИЈА ЗА РАДИЈАЦИОНА СИГУРНОСТ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;71;ДИРЕКЦИЈА ЗА РАДИЈАЦИОНА СИГУРНОСТ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;71;ДИРЕКЦИЈА ЗА РАДИЈАЦИОНА СИГУРНОСТ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;1200000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;71;ДИРЕКЦИЈА ЗА РАДИЈАЦИОНА СИГУРНОСТ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;71;ДИРЕКЦИЈА ЗА РАДИЈАЦИОНА СИГУРНОСТ;48;КАПИТАЛНИ РАСХОДИ;481;Градежни објекти;500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;71;ДИРЕКЦИЈА ЗА РАДИЈАЦИОНА СИГУРНОСТ;48;КАПИТАЛНИ РАСХОДИ;483;Купување на мебел;300000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;71;ДИРЕКЦИЈА ЗА РАДИЈАЦИОНА СИГУРНОСТ;48;КАПИТАЛНИ РАСХОДИ;486;Купување на возила;1000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;631;80;ПОДДРШКА НА ИМПЛЕМЕНТАЦИЈАТА НА ДЕКАДАТА И СТРАТЕГИЈАТА ЗА РОМИТЕ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;1000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;10000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;19000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;3000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;32000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;336000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;51;СИСТЕМАТСКИ ПРЕГЛЕДИ НА УЧЕНИЦИТЕ И СТУДЕНТИТЕ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;50000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;51;СИСТЕМАТСКИ ПРЕГЛЕДИ НА УЧЕНИЦИТЕ И СТУДЕНТИТЕ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;20000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;51;СИСТЕМАТСКИ ПРЕГЛЕДИ НА УЧЕНИЦИТЕ И СТУДЕНТИТЕ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;150000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;51;СИСТЕМАТСКИ ПРЕГЛЕДИ НА УЧЕНИЦИТЕ И СТУДЕНТИТЕ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;51;СИСТЕМАТСКИ ПРЕГЛЕДИ НА УЧЕНИЦИТЕ И СТУДЕНТИТЕ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;50000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;56;ПРЕВЕНТИВНИ МЕРКИ ЗА СПРЕЧУВАЊЕ НА ТУБЕРКУЛОЗАТА КАЈ НАСЕЛЕНИЕТО;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;3501000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;56;ПРЕВЕНТИВНИ МЕРКИ ЗА СПРЕЧУВАЊЕ НА ТУБЕРКУЛОЗАТА КАЈ НАСЕЛЕНИЕТО;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;6453000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;56;ПРЕВЕНТИВНИ МЕРКИ ЗА СПРЕЧУВАЊЕ НА ТУБЕРКУЛОЗАТА КАЈ НАСЕЛЕНИЕТО;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;17694000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;56;ПРЕВЕНТИВНИ МЕРКИ ЗА СПРЕЧУВАЊЕ НА ТУБЕРКУЛОЗАТА КАЈ НАСЕЛЕНИЕТО;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;1384000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;56;ПРЕВЕНТИВНИ МЕРКИ ЗА СПРЕЧУВАЊЕ НА ТУБЕРКУЛОЗАТА КАЈ НАСЕЛЕНИЕТО;42;СТОКИ И УСЛУГИ;425;Договорни услуги;53444000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;56;ПРЕВЕНТИВНИ МЕРКИ ЗА СПРЕЧУВАЊЕ НА ТУБЕРКУЛОЗАТА КАЈ НАСЕЛЕНИЕТО;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;2372000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;56;ПРЕВЕНТИВНИ МЕРКИ ЗА СПРЕЧУВАЊЕ НА ТУБЕРКУЛОЗАТА КАЈ НАСЕЛЕНИЕТО;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;11892000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;56;ПРЕВЕНТИВНИ МЕРКИ ЗА СПРЕЧУВАЊЕ НА ТУБЕРКУЛОЗАТА КАЈ НАСЕЛЕНИЕТО;48;КАПИТАЛНИ РАСХОДИ;481;Градежни објекти;4985000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;56;ПРЕВЕНТИВНИ МЕРКИ ЗА СПРЕЧУВАЊЕ НА ТУБЕРКУЛОЗАТА КАЈ НАСЕЛЕНИЕТО;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;799000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;57;ЗАШТИТА НА НАСЕЛЕНИЕТО ОД СИДА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;1500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;57;ЗАШТИТА НА НАСЕЛЕНИЕТО ОД СИДА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;2000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;57;ЗАШТИТА НА НАСЕЛЕНИЕТО ОД СИДА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;35000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;57;ЗАШТИТА НА НАСЕЛЕНИЕТО ОД СИДА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;650000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;57;ЗАШТИТА НА НАСЕЛЕНИЕТО ОД СИДА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;100000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;57;ЗАШТИТА НА НАСЕЛЕНИЕТО ОД СИДА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;2400000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;57;ЗАШТИТА НА НАСЕЛЕНИЕТО ОД СИДА;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;7380000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;57;ЗАШТИТА НА НАСЕЛЕНИЕТО ОД СИДА;48;КАПИТАЛНИ РАСХОДИ;482;Други градежни објекти;1000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;57;ЗАШТИТА НА НАСЕЛЕНИЕТО ОД СИДА;48;КАПИТАЛНИ РАСХОДИ;483;Купување на мебел;345000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;785;57;ЗАШТИТА НА НАСЕЛЕНИЕТО ОД СИДА;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;1500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1А;РЕКОНСТРУКЦИЈА И ДОГРАДБА НА ОБЈЕКТИТЕ НА ЈЗУ ВО РМ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;35000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1А;РЕКОНСТРУКЦИЈА И ДОГРАДБА НА ОБЈЕКТИТЕ НА ЈЗУ ВО РМ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;475000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1А;РЕКОНСТРУКЦИЈА И ДОГРАДБА НА ОБЈЕКТИТЕ НА ЈЗУ ВО РМ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;150000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1А;РЕКОНСТРУКЦИЈА И ДОГРАДБА НА ОБЈЕКТИТЕ НА ЈЗУ ВО РМ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;100000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1А;РЕКОНСТРУКЦИЈА И ДОГРАДБА НА ОБЈЕКТИТЕ НА ЈЗУ ВО РМ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;7500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1А;РЕКОНСТРУКЦИЈА И ДОГРАДБА НА ОБЈЕКТИТЕ НА ЈЗУ ВО РМ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;50000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1А;РЕКОНСТРУКЦИЈА И ДОГРАДБА НА ОБЈЕКТИТЕ НА ЈЗУ ВО РМ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;177000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1А;РЕКОНСТРУКЦИЈА И ДОГРАДБА НА ОБЈЕКТИТЕ НА ЈЗУ ВО РМ;48;КАПИТАЛНИ РАСХОДИ;482;Други градежни објекти;92000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1К;ИЗГРАДБА НА НОВ КЛИНИЧКИ ЦЕНТАР ВО СКОПЈЕ И ШТИП;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;35000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1К;ИЗГРАДБА НА НОВ КЛИНИЧКИ ЦЕНТАР ВО СКОПЈЕ И ШТИП;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;475000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1К;ИЗГРАДБА НА НОВ КЛИНИЧКИ ЦЕНТАР ВО СКОПЈЕ И ШТИП;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;150000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1К;ИЗГРАДБА НА НОВ КЛИНИЧКИ ЦЕНТАР ВО СКОПЈЕ И ШТИП;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;100000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1К;ИЗГРАДБА НА НОВ КЛИНИЧКИ ЦЕНТАР ВО СКОПЈЕ И ШТИП;42;СТОКИ И УСЛУГИ;425;Договорни услуги;7500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1К;ИЗГРАДБА НА НОВ КЛИНИЧКИ ЦЕНТАР ВО СКОПЈЕ И ШТИП;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;50000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1К;ИЗГРАДБА НА НОВ КЛИНИЧКИ ЦЕНТАР ВО СКОПЈЕ И ШТИП;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;177000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;786;1К;ИЗГРАДБА НА НОВ КЛИНИЧКИ ЦЕНТАР ВО СКОПЈЕ И ШТИП;48;КАПИТАЛНИ РАСХОДИ;482;Други градежни објекти;197121000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;2000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;32000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;4000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;4000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;4000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;2000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;10;АДМИНИСТРАЦИЈА;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;8000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;10;АДМИНИСТРАЦИЈА;48;КАПИТАЛНИ РАСХОДИ;482;Други градежни објекти;2000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;1А;РЕКОНСТРУКЦИЈА И ДОГРАДБА НА ОБЈЕКТИТЕ НА ЈЗУ ВО РМ;48;КАПИТАЛНИ РАСХОДИ;482;Други градежни објекти;110000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;1Д;ИМПЛЕМЕНТАЦИЈА НА ЗДРАВСТВЕНА КАРТИЧКА;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;71000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;15000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;3000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;3000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;15000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;30;АГЕНЦИЈА ЗА ЛЕКОВИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;7000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;30;АГЕНЦИЈА ЗА ЛЕКОВИ;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;15000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;30;АГЕНЦИЈА ЗА ЛЕКОВИ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;4000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;30;АГЕНЦИЈА ЗА ЛЕКОВИ;48;КАПИТАЛНИ РАСХОДИ;482;Други градежни објекти;3000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;30;АГЕНЦИЈА ЗА ЛЕКОВИ;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;5000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;40;НАЦИОНАЛНА ПРОГРАМА ЗА ТРАНСПЛАНТАЦИЈА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;26000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;50;ПРЕВЕНЦИЈА ОД КАРДИОВАСКУЛАРНИ БОЛЕСТИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;14000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;51;СИСТЕМАТСКИ ПРЕГЛЕДИ НА УЧЕНИЦИТЕ И СТУДЕНТИТЕ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;2000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;52;ОРГАНИЗИРАЊЕ И УНАПРЕДУВАЊЕ НА КРВОДАРИТЕЛСТВОТО;42;СТОКИ И УСЛУГИ;425;Договорни услуги;4000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;53;ПРЕВЕНТИВНА ЗДРАВСТВЕНА ЗАШТИТА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;10000000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;55;ИСПИТУВАЊЕ НА ПОЈАВАТА, РАШИРЕНОСТА, СПРЕЧУВАЊЕТО И СУЗБИВАЊЕТО НА БРУЦЕЛОЗАТА КАЈ ЛУЃЕТО;42;СТОКИ И УСЛУГИ;425;Договорни услуги;500000
2015-01-01T00:00:00;19001;МИНИСТЕРСТВО ЗА ЗДРАВСТВО;787;56;ПРЕВЕНТИВНИ МЕРКИ ЗА СПРЕЧУВАЊЕ НА ТУБЕРКУЛОЗАТА КАЈ НАСЕЛЕНИЕТО;42;СТОКИ И УСЛУГИ;425;Договорни услуги;1000000
